"id";"name_school";"name_school_kz";"region_id";"class";"kvota_kz";"kvota_ru";"address";"address_kz";"phone";"site";"email"
"59";"КГУ «Специализированная школа-интернат «Дарын» города Кентау, Управления развития человеческого потенциала Туркестанской области";"Түркістан облысының адами әлеуетті дамыту басқармасының «Дарын» мектеп-интернаты» КММ, Кентау қаласы";"14";"7";"25";"25";"Туркестанская область,  г. Кентау, ул. Толеби, 72";"Түркістан облысы,  Кентау қ., Төлеби көшесі, 72";"8/7253/63-55-66";"нет";"kentau_daryn@mail.ru"
"60";"КГУ «Специализированная школа-интернат Толебийского района» Управления развития человеческого потенциала Туркестанской области";"Түркістан облысының адами әлеуетті дамыту басқармасының «Төлеби ауданының мамандандырылған мектеп-интернаты» КММ";"14";"7";"46";"0";"Туркестанский область, Толебийский район, город Ленгер, ул. Толеби 279А";"Түркістан облысы, Төлеби ауданы,  Ленгер қаласы,  Төлеби көшесі, 279А";"8/7254/76-12-46";"www.tolebi-daryn.kz";"tol.daryn64@mail.ru"
"61";"КГУ «Специализированная школа-интернат №3 имени Маулена Калмырзы Шардаринского района» Управления развития человеческого потенциала Туркестанской области";"Түркістан облысының адами әлеуетті дамыту басқармасының «Шардара ауданының № 3 мамандандырылған мектеп-интернаты» КММ";"14";"7";"50";"0";"Туркестанская область, г. Шардара, ул. Б.Момышұлы, 27";"Түркістан облысы, Шардара қ.,  Б.Момышұлы көшесі, 27";"8/7253/52-40-41";"Нет";"daryn_shardara@mail.ru"
"62";"КГУ «Специализированная школа-интернат №4 Сарыагашского района» Управления развития человеческого потенциала Туркестанской области";"Түркістан облысының адами әлеуетті дамыту басқармасының «Сарыағаш ауданының № 4 мамандандырылған мектеп-интернаты» КММ";"14";"7";"50";"0";"Туркестанская область,  Сарыагашский район,  ул. Майлықожа 20Б";"Түркістан облысы,  Сарыағаш ауданы,  Майлықожа көшесі, 20Б";"8/7477/40-10-20";"https://saryagashdaryn.kz";"Darin_06@mail.ru"
"63";"КГУ «Специализированная физико-математическая школа-интернат №5 имени Жамбыла Каппарова» Управления развития человеческого потенциала Туркестанской области";"Түркістан облысының адами әлеуетті дамыту басқармасының «Жамбыл Қаппаров атындағы № 5 мамандандырылған физикаматематикалық мектеп-интернаты» КММ, Қазығұрт ауданы";"14";"7";"48";"24";"Туркестанская область, Казыгуртский район, село Атбулак, улица А.Абсаттарова, дом № 101";"Түркістан облысы,  Қазығұрт ауданы, Атбұлақ ауылы,  А.Абсаттарова көшесі,  № 101 үй";"8 /7253/93-52-04";"www.facebook. com/profile.php?id≈ 100033764790254";"daryn 63@mail.ru"
"64";"КГУ «Специализированная школа-интернат Жетисайского района» Управления развития человеческого потенциала Туркестанской области";"Түркістан облысының адами әлеуетті дамыту басқармасының «Жетісай ауданының мамандандырылған «Дарын» мектепинтернаты» КММ";"14";"7";"50";"0";"Туркестанский область, Жетысайский район, город Жетысай, ул. С. Кожанова 35.";"Түркістан облысы,  Жетісай ауданы, Жетысай қ., С. Қожанов көшесі, 35.";"6-57-59; 8700-277-78-77; 8707-707-00-83.";"Жетісай Дарын (фейсбук)";"mak.daryn@mail.ru"
"65";"КГУ «Специализированный IT лицей-интернат №1 для одаренных детей» Управления образования города Шымкент";"Шымкент қаласы білім басқармасының «Дарынды балаларға арналған №1 мамандандырылған IT лицей-интернаты» КММ";"15";"7";"75";"0";"г. Шымкент, ул. Ғ.Орманова, здание №13 А ";"Шымкент қаласы,. Ғ.Орманов көшесі, №13 А ғимарат";"8 /7252/32-35-86";"daryn-bs.kz";"ukodaryn1@mail.ru"
"66";"КГУ «Специализированная школа-интернат №2 с обучением на трех языках» Управления образования города Шымкент";"Шымкент қаласы білім басқармасының «№ 2 мамандандырылған үш тілде оқытатын мектеп-интернаты» КММ, Шымкент қаласы";"15";"7";"50";"0";"г. Шымкент, Абайский район, ул. Казиева, №7";"Шымкент қ., Абай ауданы, Қазиева көшесі, №7";"8 /7252/21-47-04";"http://2-internat.shymkent-mektebi.kz/main/";"n2daryn_school@mail.ru"
"67";"КГУ «Специализированная гимназия №8 с обучением на трех языках имени Мухамеда Хайдара Дулати» Управления образования города Шымкент";"Шымкент қаласы білім басқармасының «Мұхамед Хайдар Дулати атындағы үш тілде оқытатын № 8 мамандандырылған гимназиясы» КММ";"15";"5";"25";"25";"г. Шымкент, ул. Қазыбек би 29";" Шымкент қ.,  Қазыбек би көшесі, 29 үй";"8/7252/53-65-34";"http://www.gymnasia8.kz/";"uko_daryn8@mail.ru"
"68";"КГУ «Специализированная школа – гимназия для одаренных детей №90 имени Абая» Управления образования г. Шымкент";"Шымкент қаласы білім басқармасының «Абай атындағы №90 дарынды балаларға арналған мамандандырылған мектеп-гимназиясы» КММ";"15";"7";"75";"0";"г. Шымкент, микр. Асар, здание 1967 А";" Шымкент қ.,  Асар шағын ауданы,  1967 А ғимарат";"8/7252/41-82-10";"http://90.shymkent-mektebi.kz/";"Ssh_90@mail.ru"
"69";"ГУ «Специализированная школа-лицей № 92 для одаренных детей» имени Махатма Ганди Управления образования города Алматы";"Алматы қаласы білім басқармасының Махатма Ганди атындағы «Дарынды балаларға арналған № 92 мамандандырылған мектеплицейі» КММ";"16";"5";"100";"0";"г. Алматы, ул.Панфилова 205";"Алматы қ., Панфилов көшесі, 205";"8/7272/48-30-40";"92.alschool.kz";"Sshlod92@mail.ru"
"70";"КГУ «Специализированный лицей № 126» Управления образования города Алматы";"Алматы қаласы білім басқармасының «№ 126 мамандандырылған лицей» КММ";"16";"5";"175";"0";"г. Алматы, Ауэзовский район, Аксай 4, дом №126";" Алматы қ., Ауезов ауданы, Ақсай 4,  №126 үй";"8/7272/43-14-04";"126.alschool.kz";"shl_126@mail.ru"
"71";"КГУ «Специализированный лицей № 39 имени Султана-Ахмета Ходжикова» Управления образования города Алматы";"Алматы қаласы білім басқармасының «Сұлтан-Ахмет Ходжиков атындағы № 39 мамандандырылған лицей» КММ";"16";"5";"100";"0";"г.Алматы, улица Төле би 74/1";"Алматы қ., Төле би көшесі, 74/1";"8/7272/72-11-79";"http://39.alschool.kz";"lisei39@mail.ru"
"72";"КГУ «Специализированная школа-лицей №90» Управления образования города Алматы";"Алматы қаласы білім басқармасының «№ 90 мамандандырылған мектеп-лицей» КММ";"16";"5";"25";"100";"г.Алматы, ул.Чайковского, 28";"Алматы қ., Чайковский көшесі, 28";"8/7272/79-09-01";"90.alschool.kz";"school_9000@mail.ru"
"74";"КГУ «Специализированный лицей №178» Управления образования города Алматы";"Алматы қаласы білім басқармасының «№178 мамандандырылған лицейі» КММ";"16";"5";"50";"0";"г. Алматы, ул. 41 Суаткол";"Алматы қ., Суаткол көшесі,  41 ";"87756745554";"http://178.alschool.kz";"licei_178@mail.ru"
"75";"КГУ «Специализированная школа №9 «Зерде» акимата города Нур-Султан";"Нұр-Сұлтан қаласы әкімдігінің №9 «Зерде» мамандандырылған мектебі» КММ";"17";"7";"50";"0";"г. Нур-Султан, проспект Сарыарқа, 20";"Нұр-Сұлтан қ., Сарыарқа даңғылы, 20";"8/7172/50-18-01";"http://9.astana-bilim.kz/";"zerde07@mail.ru"
